destination_latitude,destination_longitude,schedule,expense,people,age,hometown_latitude,hometown_longitude,tendency_activity,tendency_preview,start_time,finsh_time
35.99017321,126.5561159,8,1293478,4,34,34.22978791,126.852784,44,56,9,18
33.92415623,126.3706622,4,1099492,4,27,33.0642073,126.5486231,98,2,9,20
35.22037896,126.5491398,9,1177583,3,24,33.62913559,126.1426333,24,76,6,20
34.11336625,126.4258557,8,1526396,3,31,34.49234569,126.3803657,4,96,8,16
33.31900562,126.5497396,4,1798092,4,23,35.0594295,126.6505612,20,80,6,20
35.90747045,126.8671362,4,1865908,4,27,33.89346838,126.2002908,34,66,8,20
34.15456547,126.1451498,6,1048911,3,27,33.66863324,126.6041199,80,20,10,22
34.94024271,126.3881071,5,1890512,5,32,33.90457019,126.0761992,45,55,10,17
34.61884631,126.2306439,4,1414940,3,35,35.10222603,126.8003748,46,54,8,20
33.36637359,126.1944516,5,1073105,3,28,34.68595772,126.9236974,77,23,9,20
33.70808204,126.8076334,8,1334387,2,26,33.82876607,126.8699542,65,35,10,16
33.4507041,126.299029,10,1611602,3,25,34.49686651,126.1945342,88,12,10,16
33.32741139,126.0649397,5,1674363,2,32,34.21093037,126.4798187,77,23,6,20
35.14622674,126.819171,10,1024021,3,24,35.51563814,126.5910599,65,35,7,20
35.13003078,126.2655375,5,1488713,4,24,33.30442502,126.1122583,94,6,10,20
35.79424304,126.0738511,3,1661471,3,20,33.59904059,126.8481557,4,96,7,17
35.37230469,126.3971051,9,1083111,4,28,34.58006763,126.2339622,87,13,8,19
33.88499284,126.9018625,1,1758743,3,28,34.86432236,126.3471207,8,92,6,22
33.74491287,126.8174335,4,1986414,4,27,34.08682772,126.2241214,11,89,7,20
33.66193876,126.57234,7,1834526,2,20,34.86911827,126.5032242,53,47,9,19
35.68060008,126.8510218,3,1214022,3,25,34.78745205,126.2850204,16,84,8,22
33.04489556,126.9594672,2,1301973,4,24,35.03392778,126.6496483,80,20,9,16
33.46854647,126.9901569,7,1940277,4,20,34.8670747,126.7928164,46,54,10,21
34.67402173,126.8129618,8,1166144,2,20,33.01201769,126.0044605,59,41,10,20
34.85066766,126.9879511,8,1954356,4,21,33.53257509,126.1773557,72,28,8,17
35.07848263,126.0925143,7,1231388,5,32,35.31742418,126.393704,15,85,10,16
34.62632449,126.8208729,9,1499183,3,33,34.83793881,126.1123426,50,50,8,18
35.2942784,126.1478432,1,1995339,3,22,33.33195228,126.0052555,89,11,8,18
34.81451216,126.783567,10,1387325,2,30,34.74961688,126.4746026,25,75,8,18
34.85585851,126.5862647,7,1907645,3,35,35.70960343,126.809981,37,63,10,16
35.93561135,126.7097293,10,1414354,2,34,33.15363586,126.7421267,80,20,9,16
35.52141599,126.8693912,2,1980495,3,27,35.557774,126.2025886,54,46,10,20
33.3843402,126.9530145,7,1697106,3,32,33.04238061,126.4155981,8,92,10,19
33.46863558,126.9356559,8,1567661,5,21,35.81008361,126.8321223,96,4,9,19
34.59790282,126.9812481,1,1467424,3,23,35.47923395,126.2052612,1,99,10,18
35.2191083,126.8344197,4,1862184,5,32,34.90925697,126.8960627,25,75,8,21
34.43622958,126.5544303,6,1704758,3,22,35.63190349,126.5855962,52,48,10,22
33.99170893,126.1733177,5,1697901,3,23,35.87873682,126.2945155,13,87,10,21
33.53545594,126.4406206,6,1633357,2,32,33.34931873,126.3767611,75,25,7,16
33.85088688,126.9990199,2,1916760,4,28,33.99320507,126.2102681,47,53,6,21
33.82860858,126.552721,7,1741965,2,32,35.53359492,126.5125944,13,87,8,19
34.70742185,126.7563836,9,1392194,2,24,33.30864893,126.5969246,6,94,10,22
33.03356005,126.2328662,5,1060275,2,31,34.75345831,126.6654914,44,56,8,21
35.87130411,126.8217627,4,1798320,4,35,34.55829312,126.0820617,12,88,7,21
35.0092879,126.3344889,7,1716589,4,27,34.68847983,126.4516277,47,53,6,17
33.82668317,126.4177676,9,1085158,4,30,33.57358832,126.5452753,98,2,9,18
33.78165725,126.8756308,3,1802104,3,31,34.85584217,126.8451391,12,88,10,21
34.43583,126.0284097,3,1518169,2,24,35.06689536,126.0881627,61,39,8,16
33.62194046,126.2743486,8,1387458,4,30,35.65591611,126.3958971,37,63,10,18
35.65458181,126.1569198,1,1905267,5,34,33.20327298,126.9783532,42,58,8,21
33.7038969,126.8571745,9,1614434,5,33,33.13013324,126.4431113,7,93,8,18
35.65825734,126.3816354,3,1784684,4,26,33.5162299,126.5716847,14,86,6,16
34.10839521,126.1747803,8,1030739,3,34,35.11762219,126.10966,61,39,8,21
34.20583752,126.8039668,5,1296332,4,27,34.30597965,126.5899751,74,26,7,20
35.55543128,126.7824294,8,1644334,2,27,35.84309521,126.5324533,54,46,6,16
33.41257848,126.573859,6,1444866,4,29,33.37828438,126.3188532,50,50,6,18
33.84838853,126.6186297,8,1765255,4,25,35.55571206,126.5865104,28,72,6,20
34.21254528,126.9859478,10,1056440,2,24,33.50937717,126.9751278,61,39,8,18
35.1265653,126.2159413,9,1957233,3,34,35.67908209,126.8062841,55,45,6,21
35.04906185,126.1480827,6,1041100,4,34,35.52353305,126.4607044,4,96,7,16
33.62520992,126.8587066,9,1268707,5,23,33.65262552,126.5738879,69,31,8,21
35.98163614,126.2226457,1,1365509,5,22,35.88183256,126.331755,63,37,10,22
33.52746237,126.549513,3,1373530,3,21,34.23728368,126.4002402,88,12,7,19
34.54443593,126.8436912,3,1179238,3,34,33.9409896,126.0500286,23,77,7,18
35.48478005,126.4934327,2,1301172,2,25,33.77003394,126.1184214,26,74,7,20
33.41364568,126.8643781,3,1160474,4,22,34.53848835,126.4941598,60,40,9,16
34.78733513,126.2353422,1,1956244,2,34,34.87044088,126.9456227,47,53,6,16
35.80074521,126.4559645,8,1712561,3,27,35.56002932,126.12493,26,74,8,18
35.46039389,126.5230468,6,1172535,4,27,33.32576254,126.771288,20,80,7,18
33.3901629,126.9102213,10,1810991,3,34,33.64226683,126.0662474,88,12,7,21
35.79929547,126.186022,4,1566864,3,29,34.97058857,126.356622,21,79,8,18
34.16248367,126.3738404,5,1085373,4,29,35.40164695,126.9091808,33,67,7,18
34.01697058,126.3556824,7,1392855,4,24,34.1297213,126.0639066,68,32,6,17
34.45414562,126.018222,7,1596932,4,21,35.65595297,126.8645112,80,20,10,18
35.89842277,126.2090494,9,1776519,2,26,33.16289288,126.6833552,38,62,10,16
34.07954048,126.4834691,6,1070806,5,26,35.82904859,126.7006481,30,70,7,21
34.20523116,126.2203606,7,1656934,5,25,34.04911237,126.6094361,33,67,10,18
35.68962649,126.1711425,4,1786149,2,34,35.71619619,126.3679916,46,54,8,21
35.97221996,126.9329281,4,1929741,5,28,35.49162317,126.5572807,43,57,8,21
35.62442868,126.5071459,2,1263378,5,29,35.85136285,126.6502449,99,1,6,18
34.43673049,126.2888838,5,1574130,3,23,33.66103589,126.4579105,75,25,7,22
33.64591045,126.301326,8,1314093,4,23,35.06011327,126.1423154,13,87,6,22
33.30748303,126.1941692,8,1201580,5,26,34.76436874,126.0051444,90,10,8,20
35.07770852,126.455816,6,1905717,4,27,34.3319739,126.4701796,69,31,7,19
35.6799351,126.5074272,7,1213564,3,33,35.78645108,126.8055988,55,45,10,17
33.19072722,126.2507687,5,1862614,2,21,34.03871677,126.3582278,51,49,10,21
35.87048373,126.9821478,4,1373511,5,22,33.79136374,126.6386023,10,90,9,17
33.54926906,126.012866,5,1157501,4,27,34.31741707,126.764287,75,25,6,16
33.92209502,126.5446165,8,1979060,4,20,33.79825435,126.0998718,27,73,10,17
33.93691976,126.8591824,3,1808789,3,32,35.96237066,126.9397723,67,33,8,16
34.38153227,126.6700307,8,1375151,5,31,35.55035962,126.6733271,6,94,8,22
33.71154578,126.9464876,10,1070428,4,28,33.61841894,126.1445941,47,53,10,20
34.38548053,126.1006094,9,1778325,3,20,35.3147166,126.4539202,99,1,8,16
33.50130743,126.5412884,7,1990928,3,25,35.93304829,126.7917233,88,12,8,16
35.61832411,126.3431411,7,1090429,3,20,35.79176941,126.0146067,95,5,7,16
34.23590716,126.3997555,4,1203349,3,26,35.2634621,126.6427494,75,25,9,20
35.82569881,126.7961852,7,1484703,5,23,34.38122823,126.397264,92,8,10,22
34.75718717,126.1379621,9,1119057,3,26,35.49762411,126.1494345,4,96,7,16
34.30002294,126.4586546,10,1923131,2,32,33.60013291,126.987104,87,13,7,19
33.48327634,126.8633196,3,1161551,4,34,33.02739852,126.7486361,58,42,8,16
35.86149924,126.0120979,1,1920897,2,32,33.74567346,126.7242189,42,58,6,21
34.3322017,126.2317506,6,1954795,3,23,33.52109786,126.8459305,25,75,9,20
35.48394942,126.2476007,3,1939653,4,21,35.45880809,126.3524152,74,26,8,17
35.70977955,126.6291201,3,1403000,4,27,35.38379476,126.4033134,7,93,7,16
35.22694267,126.862657,9,1190459,5,33,33.94855141,126.958389,23,77,8,16
35.09235128,126.926281,9,1169396,2,32,34.88484099,126.4507462,42,58,6,17
33.42646634,126.6973101,1,1697299,4,28,35.34876161,126.6873523,53,47,8,22
34.62096051,126.6707097,6,1804900,3,24,33.27603657,126.7211285,91,9,10,20
33.68733706,126.2007633,1,1694134,4,20,33.95559614,126.6991885,48,52,7,20
34.44854711,126.4345224,9,1525456,3,35,34.48428967,126.0402792,44,56,7,17
35.06143781,126.3077023,8,1737984,3,25,34.58199108,126.4726256,43,57,8,18
34.1129426,126.2344376,1,1860965,2,26,33.14899049,126.4145597,5,95,9,17
33.37194999,126.9489073,7,1507371,3,28,34.68742652,126.6539603,10,90,8,18
34.67582793,126.3302675,2,1224549,3,29,35.58278639,126.2388081,91,9,9,20
35.93166153,126.3790609,7,1327915,2,29,35.9531862,126.5487462,50,50,9,22
34.30951507,126.5671022,3,1495773,3,28,34.26070642,126.0566323,19,81,8,19
34.56156539,126.2208444,1,1189309,2,28,35.06908659,126.0775434,18,82,9,22
33.05126073,126.7514942,9,1303054,5,21,34.88269302,126.7701468,22,78,7,17
33.83666999,126.2765453,8,1234302,3,21,35.41602966,126.5691053,88,12,6,17
33.76964577,126.615234,4,1895468,3,35,33.95205076,126.3823341,33,67,6,22
35.03428549,126.4812538,3,1393119,2,28,33.02278626,126.0808014,5,95,7,18
34.01063168,126.86307,9,1711199,2,33,33.00042957,126.2918365,92,8,7,20
35.62100986,126.819789,6,1775352,5,20,34.68303691,126.9966524,30,70,9,22
33.58995853,126.792258,7,1305082,4,33,33.59612819,126.4923104,78,22,8,20
33.81080816,126.3194623,5,1169671,2,22,34.95331291,126.3176607,30,70,6,16
34.15176584,126.73286,8,1270307,2,20,34.8044746,126.8881242,88,12,9,21
34.71082593,126.1385217,7,1645114,3,29,35.66226506,126.9709461,4,96,9,16
35.933651,126.8513753,2,1860644,3,20,34.63633389,126.9932109,73,27,8,21
33.73787582,126.7402634,7,1354163,3,26,34.32170414,126.5510303,52,48,8,22
33.32788745,126.1462777,1,1789116,2,33,33.73490814,126.4119948,51,49,8,18
34.44781791,126.3929746,6,1548780,3,28,35.76810986,126.0007667,30,70,10,18
34.4429544,126.7259147,7,1156710,5,20,35.89780338,126.3419119,100,0,6,17
33.56783315,126.3753118,8,1323727,5,22,33.40248708,126.1234362,62,38,8,21
34.06163879,126.3209237,5,1402730,2,33,33.60490204,126.1652665,49,51,9,20
35.25954014,126.5349699,4,1556104,2,33,35.63759358,126.6521511,7,93,8,17
34.5241711,126.4002854,10,1110445,4,20,35.96645049,126.9109376,57,43,9,17
35.74111969,126.6759861,6,1368315,5,28,35.23252958,126.0162166,13,87,8,22
34.4498689,126.1215486,2,1735144,2,27,33.36962261,126.0870974,67,33,7,18
34.93192703,126.7225677,10,1033158,2,22,33.62219052,126.0353291,40,60,9,21
35.83227811,126.2020947,1,1099463,3,35,33.38609463,126.4049898,100,0,7,21
33.2666179,126.2543475,6,1858356,3,28,34.37484758,126.9153498,39,61,6,17
33.63133131,126.533499,6,1785989,5,31,34.81175449,126.669011,69,31,7,18
35.96980586,126.7942475,4,1323546,4,31,35.59884621,126.1533812,90,10,8,18
34.83047183,126.8983899,2,1994877,2,22,35.7731832,126.7506017,7,93,8,22
33.63958762,126.7745206,1,1548547,4,30,34.70520338,126.5830938,99,1,8,21
33.69963232,126.3883959,1,1382806,2,28,33.9088883,126.2151366,68,32,6,17
34.80819787,126.6726325,8,1325629,2,26,33.37244636,126.4183889,50,50,10,22
34.26689704,126.0770014,8,1360320,5,33,34.6822459,126.2317736,93,7,10,16
35.4307471,126.3371392,2,1882111,4,33,34.65953495,126.7863079,98,2,10,19
34.4299036,126.7543788,5,1735499,5,31,34.54105769,126.2943403,24,76,8,18
35.05181074,126.8692677,4,1334441,3,31,34.06935614,126.0531407,40,60,7,19
34.93613724,126.6240531,9,1567505,2,27,34.92824678,126.8715973,13,87,10,20
35.43257834,126.9426154,8,1640842,5,34,33.13069489,126.5334944,87,13,6,17
35.75487646,126.6937154,10,1618610,4,24,35.67463182,126.3641682,16,84,7,21
33.43753369,126.1584763,3,1954652,2,32,35.88250549,126.0554354,98,2,9,21
35.41954689,126.7892215,9,1910742,3,32,34.22055488,126.8323619,100,0,8,19
34.50377716,126.8208636,7,1379303,2,31,35.25863309,126.6940635,48,52,10,22
35.87904475,126.5687849,5,1630507,5,34,35.77430289,126.4359554,4,96,9,17
35.32967685,126.8157231,3,1659754,5,32,35.55749618,126.1947004,95,5,10,21
34.82489983,126.2986147,6,1318201,3,29,34.56719766,126.9860331,36,64,10,21
33.12908981,126.1494461,4,1169417,4,34,35.58092041,126.1693178,30,70,8,18
33.46233396,126.1769393,1,1030667,4,32,35.11612086,126.9808192,37,63,8,20
35.94772246,126.4148198,2,1088499,3,31,33.1437061,126.3238871,31,69,7,22
35.27089888,126.8033177,1,1351830,5,24,34.92319867,126.9537433,69,31,7,17
35.10218208,126.6155262,4,1433564,5,26,33.45317568,126.2478649,52,48,6,20
33.37595701,126.4680756,4,1211010,5,29,35.65616522,126.0086321,80,20,10,19
35.34808132,126.0884631,7,1112518,5,20,33.23993358,126.6208027,71,29,7,22
34.72144649,126.359851,10,1797159,4,27,35.44026664,126.0085823,52,48,7,17
35.37095225,126.6629797,5,1754434,2,31,34.09251065,126.6742233,28,72,8,20
35.5937835,126.1908636,4,1053152,4,22,33.60413145,126.7121374,43,57,8,21
34.85037667,126.8601524,7,1934692,2,31,33.38861454,126.3506575,51,49,10,17
35.31813868,126.9109001,1,1966581,4,22,35.60101565,126.2834653,52,48,8,16
33.58212752,126.2410927,1,1192585,3,35,35.19755231,126.2131903,59,41,9,18
34.80702244,126.3557131,1,1007302,3,28,34.97232175,126.468894,89,11,6,22
35.44734657,126.1279415,2,1631868,4,33,35.6130372,126.4040996,1,99,10,22
33.8123881,126.1958987,6,1933394,2,31,35.58969589,126.2239531,36,64,9,18
35.55714,126.3889665,3,1769210,2,32,34.83237888,126.4872111,33,67,7,20
35.46767976,126.2426178,10,1433435,5,29,34.11582484,126.2669703,92,8,7,18
33.36372605,126.9287653,7,1236462,2,22,33.05134383,126.6236485,57,43,6,18
34.76034509,126.8269006,1,1907179,2,30,33.25249428,126.8848181,45,55,6,16
34.51259397,126.3299641,6,1261278,5,25,34.04704657,126.38954,24,76,7,22
35.77410768,126.3455347,5,1470939,2,29,33.37487148,126.0591738,92,8,10,21
34.36469113,126.9254195,9,1661227,3,32,34.54746065,126.2878435,24,76,7,19
33.83772381,126.1917661,8,1407128,5,28,35.61426629,126.9219287,33,67,9,22
34.62637627,126.6890359,4,1021519,3,22,35.41318175,126.1177254,62,38,8,20
35.11028235,126.4959898,7,1389741,2,30,34.8228973,126.3985994,39,61,10,20
34.05216145,126.5818907,8,1456328,4,34,33.17171872,126.4191356,82,18,10,16
35.08169562,126.0826752,2,1893879,4,24,35.42993205,126.1069085,60,40,9,18
35.02663313,126.6941341,6,1025961,5,20,35.36399344,126.976083,93,7,8,20
33.09980799,126.0301042,2,1555146,3,27,35.06758365,126.3193814,91,9,6,21
34.92000384,126.6230053,6,1227568,5,24,33.76285408,126.7521923,71,29,10,22
35.86143047,126.6668143,3,1682239,3,27,34.37893368,126.3436635,43,57,9,20
34.57829404,126.5012146,2,1594785,5,24,33.57556641,126.5576688,17,83,7,17
33.02799104,126.5727708,5,1464228,5,21,35.66976433,126.8140343,56,44,6,16
34.59853804,126.8164471,4,1766222,5,20,33.02596177,126.5363307,33,67,6,20
35.25231504,126.5699979,9,1889829,5,21,35.638698,126.0587142,47,53,6,20
33.15601233,126.8671963,2,1772042,3,30,34.46108734,126.9082942,84,16,7,20
33.2559306,126.5677832,10,1860837,4,20,33.25847157,126.2152921,15,85,10,17
35.82403267,126.561148,7,1558079,5,25,33.1835075,126.5091149,67,33,7,18
35.55688863,126.1612596,5,1265322,5,28,35.31119748,126.6330712,62,38,6,21
34.67751868,126.9738053,4,1852311,4,33,33.32390816,126.1157533,29,71,9,18
35.58779613,126.5023663,7,1832502,2,31,33.81462423,126.3585879,32,68,10,22
34.79735501,126.9729049,10,1649919,3,25,34.4045375,126.036953,93,7,9,19
34.34840013,126.4907098,1,1756829,5,21,34.3174203,126.4148746,47,53,8,17
35.10590723,126.3262152,9,1697282,2,21,34.32476795,126.5879744,57,43,6,19
33.20156026,126.2591268,3,1428681,3,22,35.38605812,126.1465512,49,51,10,17
33.13323993,126.8860598,6,1755804,2,26,33.16147881,126.9097722,65,35,7,18
33.47326735,126.3511502,3,1439079,2,26,35.37921099,126.5572386,36,64,9,16
33.72554248,126.3430908,8,1824149,3,35,35.74779495,126.3748812,44,56,6,17
35.55777894,126.6715644,5,1496841,4,21,34.31095409,126.7716125,60,40,7,20
34.23473162,126.0803959,6,1803120,4,21,33.62641711,126.7189329,8,92,7,19
34.82868758,126.2690538,8,1089491,2,30,34.75934181,126.7954246,26,74,7,22
33.50089115,126.9754372,5,1854768,2,27,35.18881061,126.7845834,94,6,7,16
33.98610101,126.6981877,7,1996460,5,28,34.31268732,126.7421589,80,20,6,19
33.38494283,126.492219,2,1791439,5,21,34.07926246,126.6492231,69,31,6,20
34.41788089,126.4314149,3,1223726,3,23,34.18703286,126.1521423,98,2,6,17
34.53870486,126.6689377,1,1335901,2,30,35.7609785,126.2290421,96,4,9,17
33.64045297,126.2507354,10,1598421,4,32,34.78079968,126.2797907,30,70,6,18
33.12444271,126.6146952,1,1459726,3,23,33.00776386,126.7358475,82,18,8,16
34.19995476,126.2491123,9,1665693,4,29,35.60578104,126.4309164,2,98,9,22
35.07606714,126.847788,1,1070020,5,27,35.78979238,126.1831587,83,17,10,16
35.0316666,126.7245321,1,1529724,2,24,35.48862239,126.1466456,85,15,6,21
33.90574788,126.9194494,1,1560409,2,23,33.35466895,126.460322,1,99,6,21
34.51159073,126.014567,5,1845272,3,28,35.8975864,126.4532147,32,68,6,19
35.58308924,126.5036743,7,1777119,5,24,34.98397552,126.6512212,54,46,8,18
34.17159622,126.1191665,3,1426409,5,33,35.82546853,126.2056525,13,87,9,20
34.46282304,126.5143315,8,1431835,4,27,34.02272088,126.8887515,5,95,10,16
33.96068747,126.7128185,10,1385772,5,30,35.04491361,126.3177607,88,12,6,21
33.30189902,126.5931462,3,1220687,2,23,34.14342294,126.6370288,7,93,8,22
34.1509969,126.116463,2,1210668,2,29,35.3095182,126.8403815,56,44,10,22
33.64667647,126.2491789,6,1524009,5,33,34.05012853,126.4517486,70,30,6,16
35.7637662,126.8478369,2,1728579,2,21,33.1061784,126.5615126,51,49,6,19
35.01461131,126.4207927,3,1953661,5,24,35.95117502,126.5683157,92,8,8,20
33.9010895,126.62633,10,1197313,2,23,33.09428401,126.1261351,50,50,6,20
35.92519464,126.0815311,8,1053335,5,32,33.50597163,126.4750381,14,86,10,16
35.58330761,126.5849444,5,1785120,2,25,33.09744269,126.1831893,7,93,8,18
